"ES"	"p_val"	"path"	"hits"	"hits_n"
"Arachidonate epoxygenase epoxide hydrolase"	-Inf	1	"Arachidonate epoxygenase epoxide hydrolase"	""	0
"Catalytic cycle of mammalian flavin containing monooxygenases FMOs "	-Inf	1	"Catalytic cycle of mammalian flavin containing monooxygenases FMOs "	""	0
"T cell receptor signaling pathway"	-Inf	1	"T cell receptor signaling pathway"	""	0
"Polyol pathway"	-Inf	1	"Polyol pathway"	""	0
"Tamoxifen metabolism"	-Inf	1	"Tamoxifen metabolism"	""	0
"Sulfation biotransformation reaction"	-Inf	1	"Sulfation biotransformation reaction"	""	0
"Arylamine metabolism"	-Inf	1	"Arylamine metabolism"	""	0
"Benzo a pyrene metabolism"	-Inf	1	"Benzo a pyrene metabolism"	""	0
"Glucuronidation"	-Inf	1	"Glucuronidation"	""	0
"Aflatoxin B1 metabolism"	-Inf	1	"Aflatoxin B1 metabolism"	""	0
"Metapathway biotransformation Phase I and II"	1.2532033964741	0.126832008360095	"Metapathway biotransformation Phase I and II"	"54905;9196;285440"	3
"Methylation pathways"	-Inf	1	"Methylation pathways"	""	0
"Sudden infant death syndrome SIDS susceptibility pathways"	-Inf	0.628804521695544	"Sudden infant death syndrome SIDS susceptibility pathways"	""	0
"DNA damage response"	-Inf	1	"DNA damage response"	""	0
"DNA damage response only ATM dependent "	-Inf	1	"DNA damage response only ATM dependent "	""	0
"Estrogen signaling pathway"	-Inf	1	"Estrogen signaling pathway"	""	0
"Vitamin A and carotenoid metabolism"	-Inf	1	"Vitamin A and carotenoid metabolism"	""	0
"Serotonin HTR1 group and FOS pathway"	-Inf	1	"Serotonin HTR1 group and FOS pathway"	""	0
"Monoamine transport"	-Inf	1	"Monoamine transport"	""	0
"Serotonin receptor 2 and ELK SRF GATA4 signaling"	-Inf	1	"Serotonin receptor 2 and ELK SRF GATA4 signaling"	""	0
"Serotonin receptor 4 6 7 and NR3C signaling"	-Inf	1	"Serotonin receptor 4 6 7 and NR3C signaling"	""	0
"Toll like receptor signaling pathway"	-Inf	1	"Toll like receptor signaling pathway"	""	0
"TCA cycle aka Krebs or citric acid cycle "	-Inf	1	"TCA cycle aka Krebs or citric acid cycle "	""	0
"Nucleotide GPCRs"	-Inf	1	"Nucleotide GPCRs"	""	0
"Prostaglandin synthesis and regulation"	1.68383775080396	0.262940488932869	"Prostaglandin synthesis and regulation"	"5743"	1
