"ES"	"p_val"	"path"	"hits"	"hits_n"
"Phosphatidyl inositol phosphate pathway"	-Inf	1	"Phosphatidyl inositol phosphate pathway"	""	0
"8q11 23 RB1CC1 copy number variation"	1.97554695627546	0.20217327519646	"8q11 23 RB1CC1 copy number variation"	"7186"	1
"IDO metabolic pathway"	-Inf	1	"IDO metabolic pathway"	""	0
"Cell lineage map for neuronal differentiation"	-Inf	0.266933141501158	"Cell lineage map for neuronal differentiation"	""	0
"ADHD and autism ASD linked metabolic pathways and SNP"	-2.54102856946544	0.0656407315118946	"ADHD and autism ASD linked metabolic pathways and SNP"	"5826"	1
"IL 19 signaling pathway"	-Inf	1	"IL 19 signaling pathway"	""	0
"Omega 6 fatty acids in senescence"	-0.246845465060987	0.485571531720117	"Omega 6 fatty acids in senescence"	"5600"	1
"HDAC6 interactions in the central nervous system"	-Inf	0.410892387290647	"HDAC6 interactions in the central nervous system"	""	0
"FGFR4 p G388R signaling pathway"	-Inf	1	"FGFR4 p G388R signaling pathway"	""	0
"FLT3 p Gln640SerfsTer8 signaling pathway"	-Inf	1	"FLT3 p Gln640SerfsTer8 signaling pathway"	""	0
"PGK1 PKM2 KHKC KHKA acting as protein kinases"	-Inf	1	"PGK1 PKM2 KHKC KHKA acting as protein kinases"	""	0
"Pathways in cancer"	-1.13761639530623	0.32662693161748	"Pathways in cancer"	"374654;9138;7186;3551"	4
"GNAQ pathways in port wine stain"	-Inf	1	"GNAQ pathways in port wine stain"	""	0
"EPAC1 and PKA reduction of retinal inflammation"	-Inf	1	"EPAC1 and PKA reduction of retinal inflammation"	""	0
"Artemisinin inhibition of uveal melanoma"	-Inf	1	"Artemisinin inhibition of uveal melanoma"	""	0
"Wnt Beta catenin signaling inhibitors in current and past clinical trials"	-Inf	1	"Wnt Beta catenin signaling inhibitors in current and past clinical trials"	""	0
"Acetaminophen in analgesia and antipyresis"	-Inf	1	"Acetaminophen in analgesia and antipyresis"	""	0
"Hunger and satiety"	-Inf	1	"Hunger and satiety"	""	0
"Complement activation"	-Inf	1	"Complement activation"	""	0
"Biogenic amine synthesis"	-Inf	1	"Biogenic amine synthesis"	""	0
"ACE inhibitor pathway"	-Inf	1	"ACE inhibitor pathway"	""	0
"Complement and coagulation cascades"	-Inf	1	"Complement and coagulation cascades"	""	0
"TGF beta receptor signaling"	-Inf	1	"TGF beta receptor signaling"	""	0
"Heme biosynthesis"	-Inf	1	"Heme biosynthesis"	""	0
"Monoamine GPCRs"	-Inf	1	"Monoamine GPCRs"	""	0
"EPO receptor signaling"	-Inf	1	"EPO receptor signaling"	""	0
"Interferon type I signaling pathways"	1.62191000166076	0.0396327562943023	"Interferon type I signaling pathways"	"10401;7409;3276"	3
"Notch signaling pathway"	-Inf	1	"Notch signaling pathway"	""	0
"Type II interferon signaling"	-Inf	1	"Type II interferon signaling"	""	0
"Oxidative phosphorylation"	-Inf	1	"Oxidative phosphorylation"	""	0
"Glucose homeostasis"	-Inf	1	"Glucose homeostasis"	""	0
"ErbB signaling pathway"	-Inf	0.639350404519374	"ErbB signaling pathway"	""	0
"Arachidonate epoxygenase epoxide hydrolase"	-Inf	1	"Arachidonate epoxygenase epoxide hydrolase"	""	0
"Catalytic cycle of mammalian flavin containing monooxygenases FMOs "	-Inf	1	"Catalytic cycle of mammalian flavin containing monooxygenases FMOs "	""	0
"T cell receptor signaling pathway"	0.686040339080476	0.282946553656207	"T cell receptor signaling pathway"	"7409;3551"	2
"Polyol pathway"	-Inf	1	"Polyol pathway"	""	0
"Tamoxifen metabolism"	-Inf	1	"Tamoxifen metabolism"	""	0
"Sulfation biotransformation reaction"	-Inf	1	"Sulfation biotransformation reaction"	""	0
"Arylamine metabolism"	-Inf	1	"Arylamine metabolism"	""	0
"Benzo a pyrene metabolism"	-Inf	1	"Benzo a pyrene metabolism"	""	0
"Glucuronidation"	-Inf	1	"Glucuronidation"	""	0
"Aflatoxin B1 metabolism"	-Inf	1	"Aflatoxin B1 metabolism"	""	0
"Metapathway biotransformation Phase I and II"	-1.39368685339026	0.523612350929938	"Metapathway biotransformation Phase I and II"	"79829"	1
"Methylation pathways"	-Inf	1	"Methylation pathways"	""	0
"Sudden infant death syndrome SIDS susceptibility pathways"	-Inf	0.176192655263904	"Sudden infant death syndrome SIDS susceptibility pathways"	""	0
"DNA damage response"	-Inf	1	"DNA damage response"	""	0
"DNA damage response only ATM dependent "	-Inf	0.410209043527841	"DNA damage response only ATM dependent "	""	0
"Estrogen signaling pathway"	1.10107783835932	0.277338416506654	"Estrogen signaling pathway"	"3551"	1
"Vitamin A and carotenoid metabolism"	-Inf	1	"Vitamin A and carotenoid metabolism"	""	0
"Serotonin HTR1 group and FOS pathway"	-Inf	1	"Serotonin HTR1 group and FOS pathway"	""	0
"Monoamine transport"	-Inf	1	"Monoamine transport"	""	0
"Serotonin receptor 2 and ELK SRF GATA4 signaling"	-Inf	1	"Serotonin receptor 2 and ELK SRF GATA4 signaling"	""	0
"Serotonin receptor 4 6 7 and NR3C signaling"	-Inf	1	"Serotonin receptor 4 6 7 and NR3C signaling"	""	0
"Toll like receptor signaling pathway"	0.25065419440983	0.656586831119499	"Toll like receptor signaling pathway"	"5600;3551"	2
"TCA cycle aka Krebs or citric acid cycle "	-Inf	1	"TCA cycle aka Krebs or citric acid cycle "	""	0
"Nucleotide GPCRs"	-Inf	1	"Nucleotide GPCRs"	""	0
"Prostaglandin synthesis and regulation"	-Inf	1	"Prostaglandin synthesis and regulation"	""	0
