"ES"	"p_val"	"path"	"hits"	"hits_n"
"7q11 23 distal copy number variation"	-Inf	1	"7q11 23 distal copy number variation"	""	0
"10q22q23 copy number variation"	-Inf	0.627852962581619	"10q22q23 copy number variation"	""	0
"13q12 or CRYL1 copy number variation "	-Inf	1	"13q12 or CRYL1 copy number variation "	""	0
"13q12 12 copy number variation"	-Inf	1	"13q12 12 copy number variation"	""	0
"15q11q13 copy number variation"	-Inf	1	"15q11q13 copy number variation"	""	0
"15q25 copy number variation"	-Inf	1	"15q25 copy number variation"	""	0
"PAFAH1B1 copy number variation"	-Inf	1	"PAFAH1B1 copy number variation"	""	0
"Phosphatidyl inositol phosphate pathway"	0.16684560851034	0.520204461911868	"Phosphatidyl inositol phosphate pathway"	"5286"	1
"8q11 23 RB1CC1 copy number variation"	-Inf	1	"8q11 23 RB1CC1 copy number variation"	""	0
"IDO metabolic pathway"	-Inf	1	"IDO metabolic pathway"	""	0
"Cell lineage map for neuronal differentiation"	-1.08108190493325	0.725699501780086	"Cell lineage map for neuronal differentiation"	"3866"	1
"ADHD and autism ASD linked metabolic pathways and SNP"	-1.71229999661527	0.131280656914402	"ADHD and autism ASD linked metabolic pathways and SNP"	"7248;5972"	2
"IL 19 signaling pathway"	-0.292586010126957	0.36016416709	"IL 19 signaling pathway"	"4586"	1
"Omega 6 fatty acids in senescence"	-0.418116892210816	0.527824777439165	"Omega 6 fatty acids in senescence"	"5730"	1
"HDAC6 interactions in the central nervous system"	-Inf	0.426296320181148	"HDAC6 interactions in the central nervous system"	""	0
"FGFR4 p G388R signaling pathway"	-Inf	1	"FGFR4 p G388R signaling pathway"	""	0
"FLT3 p Gln640SerfsTer8 signaling pathway"	-Inf	1	"FLT3 p Gln640SerfsTer8 signaling pathway"	""	0
"PGK1 PKM2 KHKC KHKA acting as protein kinases"	-Inf	1	"PGK1 PKM2 KHKC KHKA acting as protein kinases"	""	0
"Pathways in cancer"	-1.30888782245606	0.195115044904831	"Pathways in cancer"	"1906;3911;2261;112"	4
"GNAQ pathways in port wine stain"	-Inf	1	"GNAQ pathways in port wine stain"	""	0
"EPAC1 and PKA reduction of retinal inflammation"	-Inf	1	"EPAC1 and PKA reduction of retinal inflammation"	""	0
"Artemisinin inhibition of uveal melanoma"	-Inf	1	"Artemisinin inhibition of uveal melanoma"	""	0
"Wnt Beta catenin signaling inhibitors in current and past clinical trials"	-Inf	1	"Wnt Beta catenin signaling inhibitors in current and past clinical trials"	""	0
"Acetaminophen in analgesia and antipyresis"	-Inf	1	"Acetaminophen in analgesia and antipyresis"	""	0
"Hunger and satiety"	-Inf	1	"Hunger and satiety"	""	0
"Complement activation"	-Inf	1	"Complement activation"	""	0
"Biogenic amine synthesis"	-Inf	1	"Biogenic amine synthesis"	""	0
"ACE inhibitor pathway"	1.65227243568058	0.237336427434804	"ACE inhibitor pathway"	"5972"	1
"Complement and coagulation cascades"	-Inf	1	"Complement and coagulation cascades"	""	0
"TGF beta receptor signaling"	-Inf	1	"TGF beta receptor signaling"	""	0
"Heme biosynthesis"	-Inf	1	"Heme biosynthesis"	""	0
"Monoamine GPCRs"	-Inf	1	"Monoamine GPCRs"	""	0
"EPO receptor signaling"	-Inf	1	"EPO receptor signaling"	""	0
"Interferon type I signaling pathways"	-0.134323926210225	0.577906328538466	"Interferon type I signaling pathways"	"2889"	1
"Notch signaling pathway"	-Inf	1	"Notch signaling pathway"	""	0
"Type II interferon signaling"	-Inf	1	"Type II interferon signaling"	""	0
"Oxidative phosphorylation"	-Inf	1	"Oxidative phosphorylation"	""	0
"Glucose homeostasis"	-Inf	1	"Glucose homeostasis"	""	0
"ErbB signaling pathway"	-Inf	0.406623076331056	"ErbB signaling pathway"	""	0
"Arachidonate epoxygenase epoxide hydrolase"	-Inf	1	"Arachidonate epoxygenase epoxide hydrolase"	""	0
"Catalytic cycle of mammalian flavin containing monooxygenases FMOs "	-Inf	1	"Catalytic cycle of mammalian flavin containing monooxygenases FMOs "	""	0
"T cell receptor signaling pathway"	-Inf	0.634001849250362	"T cell receptor signaling pathway"	""	0
"Polyol pathway"	-Inf	1	"Polyol pathway"	""	0
"Tamoxifen metabolism"	-Inf	1	"Tamoxifen metabolism"	""	0
"Sulfation biotransformation reaction"	1.80427552912563	0.237336427434804	"Sulfation biotransformation reaction"	"6819"	1
"Arylamine metabolism"	-Inf	1	"Arylamine metabolism"	""	0
"Benzo a pyrene metabolism"	-Inf	1	"Benzo a pyrene metabolism"	""	0
"Glucuronidation"	-Inf	1	"Glucuronidation"	""	0
"Aflatoxin B1 metabolism"	-Inf	1	"Aflatoxin B1 metabolism"	""	0
"Metapathway biotransformation Phase I and II"	0.435041719459913	0.539235076400102	"Metapathway biotransformation Phase I and II"	"8529;1591;23563;6819"	4
"Methylation pathways"	-Inf	1	"Methylation pathways"	""	0
"Sudden infant death syndrome SIDS susceptibility pathways"	-1.78735070187653	0.522815168893725	"Sudden infant death syndrome SIDS susceptibility pathways"	"3757"	1
"DNA damage response"	-Inf	0.629492079073016	"DNA damage response"	""	0
"DNA damage response only ATM dependent "	-0.968313974771296	1	"DNA damage response only ATM dependent "	"5286"	1
"Estrogen signaling pathway"	-Inf	1	"Estrogen signaling pathway"	""	0
"Vitamin A and carotenoid metabolism"	-Inf	1	"Vitamin A and carotenoid metabolism"	""	0
"Serotonin HTR1 group and FOS pathway"	-Inf	1	"Serotonin HTR1 group and FOS pathway"	""	0
"Monoamine transport"	0.974200530567944	0.399778933484869	"Monoamine transport"	"10497"	1
"Serotonin receptor 2 and ELK SRF GATA4 signaling"	-Inf	1	"Serotonin receptor 2 and ELK SRF GATA4 signaling"	""	0
"Serotonin receptor 4 6 7 and NR3C signaling"	-Inf	1	"Serotonin receptor 4 6 7 and NR3C signaling"	""	0
"Toll like receptor signaling pathway"	-0.920617232739999	1	"Toll like receptor signaling pathway"	"3654"	1
"TCA cycle aka Krebs or citric acid cycle "	-Inf	1	"TCA cycle aka Krebs or citric acid cycle "	""	0
"Nucleotide GPCRs"	-Inf	1	"Nucleotide GPCRs"	""	0
"Prostaglandin synthesis and regulation"	1.45063857451093	0.158476117255213	"Prostaglandin synthesis and regulation"	"1906;5730"	2
