"ES"	"p_val"	"path"	"hits"	"hits_n"
"Glucuronidation"	-Inf	1	"Glucuronidation"	""	0
"Aflatoxin B1 metabolism"	-Inf	1	"Aflatoxin B1 metabolism"	""	0
"Metapathway biotransformation Phase I and II"	-Inf	0.630589462151971	"Metapathway biotransformation Phase I and II"	""	0
"Methylation pathways"	-Inf	1	"Methylation pathways"	""	0
"Sudden infant death syndrome SIDS susceptibility pathways"	-Inf	0.627424774402525	"Sudden infant death syndrome SIDS susceptibility pathways"	""	0
"DNA damage response"	1.13039663725568	0.347930924485582	"DNA damage response"	"27244"	1
"DNA damage response only ATM dependent "	-Inf	1	"DNA damage response only ATM dependent "	""	0
"Estrogen signaling pathway"	-Inf	1	"Estrogen signaling pathway"	""	0
"Vitamin A and carotenoid metabolism"	-Inf	1	"Vitamin A and carotenoid metabolism"	""	0
"Serotonin HTR1 group and FOS pathway"	-Inf	1	"Serotonin HTR1 group and FOS pathway"	""	0
"Monoamine transport"	-Inf	1	"Monoamine transport"	""	0
"Serotonin receptor 2 and ELK SRF GATA4 signaling"	-Inf	1	"Serotonin receptor 2 and ELK SRF GATA4 signaling"	""	0
"Serotonin receptor 4 6 7 and NR3C signaling"	-Inf	1	"Serotonin receptor 4 6 7 and NR3C signaling"	""	0
"Toll like receptor signaling pathway"	-Inf	1	"Toll like receptor signaling pathway"	""	0
"TCA cycle aka Krebs or citric acid cycle "	-Inf	1	"TCA cycle aka Krebs or citric acid cycle "	""	0
"Nucleotide GPCRs"	-Inf	1	"Nucleotide GPCRs"	""	0
"Prostaglandin synthesis and regulation"	-Inf	1	"Prostaglandin synthesis and regulation"	""	0
