"ES"	"p_val"	"path"	"hits"	"hits_n"
"Affected pathways in Duchenne muscular dystrophy"	-Inf	0.269956833274121	"Affected pathways in Duchenne muscular dystrophy"	""	0
"JAK STAT signaling in the regulation of beta cells"	-Inf	1	"JAK STAT signaling in the regulation of beta cells"	""	0
"Calcium regulation in cardiac cells"	-1.10608006928197	0.444637020147097	"Calcium regulation in cardiac cells"	"196883;5582"	2
"KCNQ2 related epilepsies"	-Inf	1	"KCNQ2 related epilepsies"	""	0
"TAR syndrome"	0.583678621450798	0.241480197199348	"TAR syndrome"	"8764;10401;142680"	3
"4p16 3 copy number variation"	-Inf	1	"4p16 3 copy number variation"	""	0
"NF1 copy number variation syndrome "	-2.0111316652267	0.373487195161171	"NF1 copy number variation syndrome "	"5187"	1
"Rubinstein Taybi syndrome 1"	-Inf	1	"Rubinstein Taybi syndrome 1"	""	0
"Sulfatase and aromatase pathway"	-Inf	1	"Sulfatase and aromatase pathway"	""	0
"Involvement of secretase in neurodegenerative diseases"	-Inf	1	"Involvement of secretase in neurodegenerative diseases"	""	0
"Osteoarthritic chondrocyte hypertrophy"	-Inf	0.646215026706357	"Osteoarthritic chondrocyte hypertrophy"	""	0
"17p13 3 YWHAE copy number variation"	-Inf	1	"17p13 3 YWHAE copy number variation"	""	0
"5q35 copy number variation"	-1.77724360505243	0.374343099947415	"5q35 copy number variation"	"23135"	1
"Smith Magenis and Potocki Lupski syndrome copy number variation"	-0.841206663784393	0.802501372094271	"Smith Magenis and Potocki Lupski syndrome copy number variation"	"57560;11020;5187"	3
"TGF Smad signaling pathway"	-Inf	1	"TGF Smad signaling pathway"	""	0
"Growth factors and hormones in beta cell proliferation"	-Inf	1	"Growth factors and hormones in beta cell proliferation"	""	0
"Pancreatic cancer subtypes"	-Inf	0.641234659590265	"Pancreatic cancer subtypes"	""	0
"UDP derived sugars synthesis in fibroblasts"	-Inf	1	"UDP derived sugars synthesis in fibroblasts"	""	0
"Glycosaminoglycan synthesis in fibroblasts"	-0.53937977495354	1	"Glycosaminoglycan synthesis in fibroblasts"	"26229"	1
"Enterohepatic circulation of bile acids"	-Inf	1	"Enterohepatic circulation of bile acids"	""	0
"Vitamin A1 and A5 X pathways"	-Inf	1	"Vitamin A1 and A5 X pathways"	""	0
"NRXN1 deletion syndrome"	1.10107783835932	0.37225235166166	"NRXN1 deletion syndrome"	"2906"	1
"NPHP1 deletion syndrome"	2.38118575755206	0.0339830401452095	"NPHP1 deletion syndrome"	"2317;2316"	2
"6q16 copy number variation"	-Inf	1	"6q16 copy number variation"	""	0
"7q11 23 distal copy number variation"	-Inf	1	"7q11 23 distal copy number variation"	""	0
"10q22q23 copy number variation"	-Inf	0.421157697119052	"10q22q23 copy number variation"	""	0
"13q12 or CRYL1 copy number variation "	-Inf	1	"13q12 or CRYL1 copy number variation "	""	0
"13q12 12 copy number variation"	0.0592576626646929	0.606303327884486	"13q12 12 copy number variation"	"7186"	1
"15q11q13 copy number variation"	-Inf	0.410753714945588	"15q11q13 copy number variation"	""	0
"15q25 copy number variation"	-Inf	0.636820547946559	"15q25 copy number variation"	""	0
"PAFAH1B1 copy number variation"	-Inf	1	"PAFAH1B1 copy number variation"	""	0
"Phosphatidyl inositol phosphate pathway"	-Inf	0.636820547946559	"Phosphatidyl inositol phosphate pathway"	""	0
"8q11 23 RB1CC1 copy number variation"	1.01861567816735	0.354804426410047	"8q11 23 RB1CC1 copy number variation"	"7186"	1
"IDO metabolic pathway"	-Inf	1	"IDO metabolic pathway"	""	0
"Cell lineage map for neuronal differentiation"	-1.86674175589153	0.270468500528383	"Cell lineage map for neuronal differentiation"	"4929"	1
"ADHD and autism ASD linked metabolic pathways and SNP"	-1.1760317526862	0.136380865429167	"ADHD and autism ASD linked metabolic pathways and SNP"	"221955;2906;253260;5582;5826"	5
"IL 19 signaling pathway"	-Inf	1	"IL 19 signaling pathway"	""	0
"Omega 6 fatty acids in senescence"	-1.2037767431691	1	"Omega 6 fatty acids in senescence"	"5600"	1
"HDAC6 interactions in the central nervous system"	-Inf	0.077359137859823	"HDAC6 interactions in the central nervous system"	""	0
"FGFR4 p G388R signaling pathway"	-Inf	1	"FGFR4 p G388R signaling pathway"	""	0
"FLT3 p Gln640SerfsTer8 signaling pathway"	-Inf	1	"FLT3 p Gln640SerfsTer8 signaling pathway"	""	0
"PGK1 PKM2 KHKC KHKA acting as protein kinases"	-Inf	1	"PGK1 PKM2 KHKC KHKA acting as protein kinases"	""	0
"Pathways in cancer"	-1.28719275135674	0.0649227800788251	"Pathways in cancer"	"196883;374654;5582;9138;7186;2793;3551"	7
"GNAQ pathways in port wine stain"	-Inf	1	"GNAQ pathways in port wine stain"	""	0
"EPAC1 and PKA reduction of retinal inflammation"	-Inf	1	"EPAC1 and PKA reduction of retinal inflammation"	""	0
"Artemisinin inhibition of uveal melanoma"	-Inf	1	"Artemisinin inhibition of uveal melanoma"	""	0
"Wnt Beta catenin signaling inhibitors in current and past clinical trials"	-Inf	1	"Wnt Beta catenin signaling inhibitors in current and past clinical trials"	""	0
"Acetaminophen in analgesia and antipyresis"	-Inf	1	"Acetaminophen in analgesia and antipyresis"	""	0
"Hunger and satiety"	-Inf	1	"Hunger and satiety"	""	0
"Complement activation"	-Inf	1	"Complement activation"	""	0
"Biogenic amine synthesis"	-Inf	1	"Biogenic amine synthesis"	""	0
"ACE inhibitor pathway"	-Inf	1	"ACE inhibitor pathway"	""	0
"Complement and coagulation cascades"	-Inf	0.409245364275452	"Complement and coagulation cascades"	""	0
"TGF beta receptor signaling"	-Inf	0.406008016465567	"TGF beta receptor signaling"	""	0
"Heme biosynthesis"	-Inf	1	"Heme biosynthesis"	""	0
"Monoamine GPCRs"	-Inf	1	"Monoamine GPCRs"	""	0
"EPO receptor signaling"	-Inf	1	"EPO receptor signaling"	""	0
"Interferon type I signaling pathways"	0.664978723552647	0.178265554433395	"Interferon type I signaling pathways"	"10401;7409;3276"	3
"Notch signaling pathway"	-Inf	0.405385965924543	"Notch signaling pathway"	""	0
"Type II interferon signaling"	-Inf	0.626260545679217	"Type II interferon signaling"	""	0
"Oxidative phosphorylation"	-Inf	0.412463182577856	"Oxidative phosphorylation"	""	0
"Glucose homeostasis"	-Inf	1	"Glucose homeostasis"	""	0
"ErbB signaling pathway"	-1.55292630679149	0.521413889279824	"ErbB signaling pathway"	"5582"	1
"Arachidonate epoxygenase epoxide hydrolase"	-Inf	1	"Arachidonate epoxygenase epoxide hydrolase"	""	0
"Catalytic cycle of mammalian flavin containing monooxygenases FMOs "	-Inf	1	"Catalytic cycle of mammalian flavin containing monooxygenases FMOs "	""	0
"T cell receptor signaling pathway"	0.314071561693518	0.457292230690901	"T cell receptor signaling pathway"	"1326;7409;3551"	3
"Polyol pathway"	-Inf	1	"Polyol pathway"	""	0
"Tamoxifen metabolism"	-Inf	1	"Tamoxifen metabolism"	""	0
"Sulfation biotransformation reaction"	-Inf	1	"Sulfation biotransformation reaction"	""	0
"Arylamine metabolism"	-Inf	1	"Arylamine metabolism"	""	0
"Benzo a pyrene metabolism"	-Inf	1	"Benzo a pyrene metabolism"	""	0
"Glucuronidation"	-Inf	1	"Glucuronidation"	""	0
"Aflatoxin B1 metabolism"	-Inf	1	"Aflatoxin B1 metabolism"	""	0
"Metapathway biotransformation Phase I and II"	-2.35061813149837	0.0655198859953173	"Metapathway biotransformation Phase I and II"	"79829"	1
"Methylation pathways"	-Inf	1	"Methylation pathways"	""	0
"Sudden infant death syndrome SIDS susceptibility pathways"	-Inf	0.0233194363850094	"Sudden infant death syndrome SIDS susceptibility pathways"	""	0
"DNA damage response"	-Inf	0.265747636630043	"DNA damage response"	""	0
"DNA damage response only ATM dependent "	-Inf	0.0773362422273443	"DNA damage response only ATM dependent "	""	0
"Estrogen signaling pathway"	0.144146560251206	0.467502351028592	"Estrogen signaling pathway"	"3551"	1
"Vitamin A and carotenoid metabolism"	-Inf	0.631436299139494	"Vitamin A and carotenoid metabolism"	""	0
"Serotonin HTR1 group and FOS pathway"	-Inf	0.626260545679217	"Serotonin HTR1 group and FOS pathway"	""	0
"Monoamine transport"	-Inf	1	"Monoamine transport"	""	0
"Serotonin receptor 2 and ELK SRF GATA4 signaling"	-Inf	1	"Serotonin receptor 2 and ELK SRF GATA4 signaling"	""	0
"Serotonin receptor 4 6 7 and NR3C signaling"	-Inf	1	"Serotonin receptor 4 6 7 and NR3C signaling"	""	0
"Toll like receptor signaling pathway"	-0.121314582977128	0.757928196021004	"Toll like receptor signaling pathway"	"1326;5600;3551"	3
"TCA cycle aka Krebs or citric acid cycle "	-Inf	1	"TCA cycle aka Krebs or citric acid cycle "	""	0
"Nucleotide GPCRs"	-Inf	1	"Nucleotide GPCRs"	""	0
"Prostaglandin synthesis and regulation"	-Inf	0.634850321008739	"Prostaglandin synthesis and regulation"	""	0
